uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tempShrubStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,remarks,recordedBy,measuredBy,dataQF
"c7bbc658-dadd-481d-a4b8-ceefcc49d300","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01300",,,"single shrub","Live",1.7,10,1.3,,,,1.5,1.0,"Full sun","half-sphere",,,,,,"rpernick@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"4c07e7f0-ac3f-4f0b-ba93-03f91575130c","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01249",,,"small shrub","Live",1.6,10,0.6,,,,0.4,0.3,"Partially shaded","cylinder",,,,,,"rpernick@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"d4e3e79b-fbb0-47c2-b262-be89f874db0d","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01299",,,"sapling","Standing dead",1.4,10,,,,,,,"Partially shaded",,,,,,,"rpernick@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"39e400d3-d92c-4e14-912a-fbad74e3c832","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01287",,,"small shrub","Live",1.1,10,1.3,,,,0.6,0.5,"Partially shaded","half-sphere",,,,,,"rpernick@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"532e2ce6-ffe5-4834-ba41-5fe372513434","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01198",,,"small shrub","Live",1.2,10,0.7,,,,0.6,0.5,"Partially shaded","half-sphere",,,,,,"rpernick@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"fc55769e-7608-43b0-aba4-e443c8549eb2","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01341",,,"sapling","Live",1.1,10,,,,,,,"Mostly shaded",,,,,,,"kjorgenson@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"8695a6da-29af-4594-8b3d-6754008e97f9","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01297",,,"small shrub","Live",1.2,10,0.9,,,,1.1,0.7,"Partially shaded","half-sphere",,,,,,"rpernick@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"972457d5-265a-4142-9f7e-6134d523ebc9","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01294",,,"sapling","Live",1.3,10,,,,,,,"Partially shaded",,,,,,,"rpernick@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"0cb7e26e-b152-491f-8664-1114d3de3679","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01343",,,"small shrub","Live",1.2,10,1.1,,,,0.9,0.7,"Mostly shaded","oblate half-sphere",,,,,"QC0","kjorgenson@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"21477082-ffaa-4e1a-a97c-6695fc1d7fa3","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01329",,,"single bole tree","Live",10.5,130,,,,,,,"Full sun",,,,,,,"kjorgenson@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"4a6bcb03-eb4a-4a8f-aeb5-586c4b26b84e","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01296",,,"small shrub","Live",1.6,10,1.6,,,,0.7,0.6,"Partially shaded","cylinder",,,,,,"rpernick@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"bd2b9f4e-36b8-4d7a-be93-c4996df6372c","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01346",,,"sapling","Live",2.2,10,,,,,,,"Mostly shaded",,,,,,"QC0","kjorgenson@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"3fd6f916-dc5c-44fe-aeab-cd03f54d7204","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01344",,,"sapling","Live",3.1,10,,,,,,,"Partially shaded",,,,,,,"kjorgenson@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"80722b82-5436-47c8-ad73-da5d448cc361","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01504",,,"single bole tree","Live",15.2,130,,,,,,,"Open grown",,,,,,"QC0","rpernick@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"ffb92eec-2783-48b0-8cf7-3f9030ccc30c","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01200",,,"small shrub","Live",1.4,10,1.4,,,,0.5,0.3,"Partially shaded","cylinder",,,,,"QC0","rpernick@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"238f39d8-1ad8-4880-8054-5046ce1ce700","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01101",,,"sapling","Live",1.9,10,,,,,,,"Partially shaded",,,,,,,"rpernick@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"46661895-9809-4637-99cb-8af5c8e79847","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01284",,,"small shrub","Live",2.6,10,1.1,,,,0.5,0.4,"Partially shaded","cylinder",,,,,,"rpernick@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"9981d828-466d-40d0-bbd3-24056c6ae47d","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01331",,,"single bole tree","Standing dead",13.9,130,,,,,,,"Full sun",,,,,,,"kjorgenson@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"99bb3b31-b536-47c9-962d-c6f4d769bfc2","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01332",,,"single bole tree","Live",12.0,130,,,,,,,"Full sun",,,,,,,"kjorgenson@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"813b5b93-6757-409f-8a5b-7da68ecfd9ac","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01342",,,"sapling","Live",1.4,10,,,,,,,"Mostly shaded",,,,,,,"kjorgenson@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"541925f9-965f-427f-bf36-15732b6f8775","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01325",,,"single bole tree","Live",11.9,130,,,,,,,"Full sun",,,,,,,"kjorgenson@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"b14d0ee1-b552-40c9-8c9a-ea5c23fd0232","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01289",,,"single shrub","Live",1.1,10,1.4,,,,0.7,0.7,"Full sun","cylinder",,,,,"QC0","rpernick@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"58e3960b-2625-4407-b118-d3ac5ee98e00","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01334",,,"sapling","Live",1.0,10,,,,,,,"Mostly shaded",,,,,,"QC0","kjorgenson@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"e3e473bd-aeca-47e3-856d-e9f24f235115","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01298",,,"small shrub","Live",1.9,10,1.1,,,,0.4,0.3,"Partially shaded","cylinder",,,,,,"rpernick@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"3dc6f0fa-389d-4fe7-9b4e-b08af9b8740c","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01347",,,"sapling","Live",1.4,10,,,,,,,"Mostly shaded",,,,,,,"kjorgenson@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"59ed948b-801c-4e38-b879-62bbc2941cba","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01337",,,"small shrub","Live",1.1,10,0.8,,,,0.3,0.3,"Mostly shaded","cylinder",,,,,,"kjorgenson@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"ed8d2535-570b-4029-aaad-32d2fa9bfcfb","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01326",,,"single bole tree","Live",13.1,130,,,,,,,"Full sun",,,,,,,"kjorgenson@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"c8246a83-43d2-46d1-9559-db62a898640f","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01338",,,"small shrub","Live",1.1,10,1.6,,,,1.8,1.1,"Partially shaded","oblate half-sphere",,,,,,"kjorgenson@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"06204187-53c1-403f-a5cc-2bfc0e3036c7","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01328",,,"single bole tree","Standing dead",10.2,130,,,,,,,"Full sun",,,,,,,"kjorgenson@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"d7882162-efc4-469f-b67f-0bda979ee874","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01336",,,"small tree","Standing dead",5.7,10,,,,,,,"Partially shaded",,,,,,"Broken bole","kjorgenson@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"4b6e3f0c-227e-4183-9439-f881a87a09b4","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01288",,,"small shrub","Live",2.0,10,2.0,,,,0.4,0.3,"Partially shaded","cylinder",,,,,,"rpernick@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"3b9ba04b-a88d-4b9d-805e-2f14f484af05","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01267",,,"single bole tree","Live",15.1,130,,,,,,,"Open grown",,,,,,,"kjorgenson@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"7b55fe81-7de4-4ec4-867a-6115cc86f62e","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01246",,,"small tree","Live",4.1,130,,,,,,,"Full sun",,,,,,,"rpernick@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"d5cf19a1-0462-47e8-89a5-1619dd989bc4","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01333",,,"single bole tree","Live",12.1,130,,,,,,,"Full sun",,,,,,,"kjorgenson@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"bc1edabc-c5db-4618-8621-a0048cc74325","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01242",,,"sapling","Live",1.3,10,,,,,,,"Partially shaded",,,,,,,"rpernick@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"a58f3df2-a38e-4b9a-8663-5d92e130c94b","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01330",,,"single bole tree","Live",12.5,130,,,,,,,"Full sun",,,,,,,"kjorgenson@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"b7a5dbb5-456d-42ed-a510-d8563c8245d8","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01335",,,"small tree","Standing dead",3.7,10,,,,,,,"Partially shaded",,,,,,"Broken bole","kjorgenson@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"0c4a88d3-2888-4acd-b11d-f37b84e72a8e","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01339",,,"small tree","Live",1.8,130,,,,,,,"Partially shaded",,,,,,,"kjorgenson@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"42a838eb-8119-4366-abfe-4cc69117436e","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01276",,,"sapling","Live",2.5,10,,,,,,,"Partially shaded",,,,,,,"rpernick@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"dcf65419-bdfe-49e7-a3f7-a28360a8e8e9","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01327",,,"single bole tree","Live",12.1,130,,,,,,,"Full sun",,,,,,,"kjorgenson@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
